artist,album,title,text,
Will Wood,The Normal Album,"…well, better than the alternative","[Verse 1]
Pink lemonade on autumn bomber coats
Peter Pan collars, but my daughter’s growing up
She’s gonna be a lot like me
But I don’t wanna be at all like me
Oh, yellow buzz-cuts, pulling out stingers
You’re telling me I’m holding up eleven fingers
And stranger things than death can happen
To lab rat girls and pretty white rabbits

[Pre-Chorus]
But everybody knows that, nobody knows that
Everybody’s in on everybody’s business
This isn’t my first Christmas
I know mistletoe when I see it

[Chorus]
Baby, could you play along with me?
Baby, would that be alright with you?
And when we find out what’s wrong with me
Could you tell me how I’m right for you?
Baby, could you play along with me?
Baby, would that be alright with you?
And when we find out what’s wrong with me
Could you tell me how, could you tell me how and if I’m still pretty?

[Verse 2]
Cigarette burns, laugh lines, wide dimples
If they could see the future back when times were simple
Would they kiss your cheek or yank the bandage off?
Let you speak or take advantage of how
If everyone’s sick, well then, nobody can catch it
And if everybody’s different, how could anybody match?
And we’re looking through the pockets of the hand-me-downs we laid out
Wondering if we’ll fit into the yesterdays we played out

[Pre-Chorus]
Everybody knows that, nobody knows that
Everybody’s all up in my god damn business
This isn’t my first kiss, it's better to be lost than loved, now, isn’t it?

[Chorus]
Baby, could you play along with me?
Baby, would that be alright with you?
And when we find out what’s wrong with me
Could you tell me how I’m right for you?
Baby, could you play along with me?
Baby, would that be alright with you?
And when we find out what’s wrong with me
Could you tell me how, could you tell me how and if I’m still pretty?

[Post-Chorus]
(You can stop growing up, but you can't grow down
Either way you're gonna wonder 'til you're done and underground
You can stop growing up, but you can't grow down
Either way you're gonna wonder 'til you're done and underground)

[Bridge]
Walking bikes home with a scraped-knee, sunset smudged across your brow
Warmer tears than you’ve grown used to since then
A toast to the nosebleed seats and the big dream sequence where you’re found
Guilty of your innocence and gently sent right back to bed
Everybody knows that, nobody knows that
Everybody’s all up in my motherfucking business
This isn’t my first anything
This isn’t my first anything
Everybody knows that, nobody knows that
Everybody’s in on everybody’s business
This isn’t my first lyric
I know exactly how I should finish it

[Chorus]
Baby, could you play along with me?
Baby, would that be alright with you?
And when we find out what’s wrong with me
Could you tell me how I’m right for you?
Baby, could you play along with me?
Baby, would that be alright with you?
After all of that's been done to me, could you tell me how, could you tell me how, could you tell me

[Chorus 2]
What’s so wrong about what’s wrong with me?
I’m just trying to do what’s right by you
What’s so wrong about what’s wrong with me?
Oh, I’m just trying to do what’s right by you
Baby, could you play along with me?
Baby, would that be alright with you?
After all of that's been done with me
Could you tell me how, could you tell me how
Could you tell me how?",
Will Wood,The Normal Album,Outliars and Hyppocrates: a fun fact about apples,"[Intro]
Did you know that the hole in the apple didn’t come from the outside in?
It was eaten from the core and out to the skin, and that’s why you'll never find the worm in it
But a few bad ones won’t spoil the eyes if they fall far enough from the tree
The rind is all you see, leave Eden with my seeds in your stomach

[Verse 1]
Well, this disease is defined by its treatment, you people make me sick
Parlance of imbalanced cambia’s been challenged, at best AstraZeneca’s just theoretical
Prints of your fingers in the Rorschach jigsaw, say you saw a treasure map
Straight-jacket and tie, psychiatric supply, while we tragically try to fit into a trap, but

[Pre-Chorus]
Who’d want to be human anyway? (Ay, ay, ay, ay)
Who pilots all these crude machines?
Why’d you come into this world or come out that way?
Like freaks of nurture, well isn’t it funny?
(Well, not ""ha-ha"" funny, but y'know, funny)

[Chorus]
'Cause I doubt that you would even if you could change
You think it makes you special, but it makes you strange
I doubt that you would even if you could change
The things that make you special are the things that make you strange

[Verse 2]
I am the shadows cast aside by gallows, and you the red-hot sky
And if you’re believers, then why would you grieve for the dead instead of a devil that you never prayed for?
You become immune to my toxic fumes, my dose-dependent presence in your life
It’s all subjective, all due respect to the collective mind, but

[Pre-Chorus]
Too weird to love, too scared to die (Ay, ay, ay, ay)
Too alien to take you home
Horrified at the sight of my reflection in your eyes
I don’t belong there
Well, it's your conclusions that make mine delusions, so I make you sane
You can thank me later

[Chorus]
I doubt that you would even if you could change
You think it makes you special, but it makes you strange
I doubt that you would even if you could change
The things that make you special are the things that make you strange

[Pre-Chorus]
Who’d want to belong to anyone? (Ay, ay, ay, ay)
I mean, what do people even do?
So if you love me, let me let you go, my love (Ay, ay, ay, ay)
So I can be no one
When Chuang-Tzu awoke he sat up
Almost choking, spat out a butterfly and said, “Five more minutes, please? You wouldn’t believe the dream I just had. I mean you were there, and you were there, and you, and you, and you were there""

[Chorus]
'Cause I doubt that you would even if you could change
You think it makes you special, but it makes you strange
I doubt that you would even if you could change
The things that make you special are the things that make you—

[Chorus]
I doubt that you would even if you could change
You think it makes you special, but it makes you strange
I doubt that you would even if you could change
The things that make you special are the things that make you strange",
Will Wood,The Normal Album,BlackBoxWarrior - OKULTRA,"[Verse 1]
Well, he collapsed with Stevens-Johnson syndrome on the ER floor
Panic attacked, anaphylactic and ataxic
Well, the way he spun his butterfly risked all six his phalanges
Roman candles at both ends in his synapses
And the method with which he recycled his humors
Trojan horse'd his blood-brain barrier and raised the LD50, yes, yes
And through flight-or-fight revelation shame, the Black Box Warrior
He skipped this town and headed straight down history

[Pre-Chorus]
Shields himself from reason in a Kevlar baby-blue tuxedo
Quilted from the finest fibers, flesh and fiberglass and flowers
Ego a mosquito, evil incarnate/good incognito
Pops placebos for libido, screaming ""bless the torpedoes""

[Chorus]
For what? For what? For what it's worth
If it was gonna kill you, boy, it would have by now
For what? For what? For what it's worth
There's no more looking back, it's looking up or looking down

[Verse 2]
Well, he was wearing stolen rubber shoes and wrapped a poison ivy noose
Around his Lotus jugular when they came
Well, they found him with a map to every victim of his love
And a tattoo of a blue jay on his face
And they waited for his vital signs to lie and let a flatline cry
A hymn out in Hungarian harmonic
But he cocked his noggin, through his stoma sang, ""For Auld Lang Syne
Happy birthday to the succulents, I'll die your hydroponics""

[Pre-Chorus]
His rib cage was a hornet's nest, palpitations set the beat
His vagus nerve a Turk's head knot, an axle hitch, a Carrick bend
He wondered if Christ-Consciousness would charge a cancellation fee
Auf wiedersehen, au revoir, he gripped his wits right by their ends

[Chorus]
For what? For what? For what it's worth
If it was gonna kill you, boy, it would have by now
For what? For what? For what it's worth
There's no more looking back, it's looking up or looking down

[Spoken Interlude]
Hello, welcome. Why don't you take a seat? Get comfortable, relax, take a second if you need to. Now what's bothering you? Well, why don't we start at the beginning?
Growing up, how was your relationship with the fundamentals of conscious existence? Did you have xenon orchid sinews spilling down the outer center of your blooming Escher/Mandelbrot head? And how about claustrophilic tendrils clapping caskets closed on seven-knuckled thumbs, did you get along well with the Gideon Bugler pineal glands, your projector eyes casting sci-fi's on your STR'd strands? Tell me about your nerve to steal nerves of steel from under Bacchus' bloody nose. Did Namibian Himbas tie-dye you, your ears pierced with a Phineas Gage flagpole, did you die before your day?
Thursday traction, Tuesday titration. My hope is to assess through my objective report of your subjective conjecture whether this proprietary blend of expertise and seasoning works as well as this transorbital ice pick
Holistic ballistics, got a better idea? It's about the best we could come up with. What, you think ideas spread because they're good? No, they spread because people like them. So here we are once again. Holding, as it were, a mirror up to your mirror
I guess it's just something people do

[Verse 3]
A bloody knife to split your infrastructure, wine to rev your motor function
Coital machinations of the dead
Well, you mainline your animus, karate chop your abacus
And learn to be an animal instead
But I never did think you better than this, your modus operandi
Causes Nazi/Skoptzyism and suicide
Why to thine own self be true when it is you who are the problem
Not the things you do, but something sick inside
Lithium and dialectics, boy, you really is defective
CBT don't seem effective for that Cluster B, accept it
Offer up your innocence, please ignore the side effects
You've lost your mind and almost lost your life before, so you'll be fine

[Chorus]
For what? (For what?) For what? (For what?) For what it's worth
If it was gonna kill you, boy, it would have by now
For what? (For what?) For what? (For what?) For what it's worth
There's no more looking back
And why would you want to look back?
I mean, it's no good looking back
So try to look forward now
For what? (For what?) For what? (For what?) For what it's worth
If they were gonna get you, boy, they would have by now
For what? (For what?) For what? (For what?) For what it's worth
There's no more looking back, it's looking up or looking down",
Will Wood,The Normal Album,"Marsha, Thankk You for the Dialectics but I Need You to Leave.","[Verse 1]
They could prescribe you any illness you’d like if you define the terms of your ailments
You could sing a pretty malady like a black canary, but a crow don’t know the smell of carbon monoxide
How many years have you been on that couch?
They could’ve quilt’d you in the throws by now
You draw a line in the sand where it ends and you begin
But the tide rolls in, so who knows? Oh well

[Chorus 1]
And a little identity never hurt nobody, but lately you’ve been focusing too much on yourself
So how many milligrams of you are still left in there?
'Cause back in my day we didn’t need no feel-good pills and no psychiatrists
No, we just drank ourselves to death
And god damn it, we liked it

[Verse 2]
Who makes the call?
What’s a symptom, what’s a flaw, can it be both?
Well I suppose that’s an answer
Would you give up your humanity for just a touch of sanity?
'Cause God knows it’s not like it’s cancer
And good news to the purists: they’ve discovered a cure for the symptoms of being alive
It’s a painless procedure with a low rate of failure
But very few patients survive

[Chorus 2]
And a little conformity never hurt nobody, but lately I’ve been worried that you’re losing yourself
So how many milligrams of you are still left in there?
'Cause back in my day we didn’t need no feel-good pills and no psychiatrists
No, we just bled out in our baths
And god damn it, we liked it

[Instrumental]

[Bridge]
Doctor, what’s my prognosis if the studies show that
Disease is in the eye of the beholder?
Tell me “so it goes”
We depress to impress, I guess, in layer after layer to get off our chests
It’s cold out now, we can take it off later
Better safe than sorry, and we both know the danger
So doctor, could you run another test?
Got a feeling that this time I might just pass it
Well, if you raise the average
We’ll all sing when the bell curve rings in lyrics symptomatic of the way we think
If our harmonies don’t sync, we can change our voices
A chorus on condition of our diagnosis

[Chorus 3]
Back in my day we didn’t need no feel-good pills and no psychiatrists
What can I say, except don’t heed no evil wills of moral nihilists?
I said, back in the days of lobotomies and shock therapy and mad scientists
No, don’t you make me waste my breath
God damn it!

[Outro]
Ain’t your you-dentity at stake?
Does aspirin kill you with the pain?
You’re not your thoughts, you’re not your brain, you’re just the character you’ve made
Up in your head, down in your heart, what seem like separate body parts
Come together to believe they’re you, and not just chemistry
It’s not the way that you were raised, or what the advertisements say
Not what you pay for, what you pray for, what you want, or what you say
And I see your tendency to redefine disease by what you need
And I’m afraid I can’t prescribe the diagnosis that you seek
And something tells me that you need, forgive me now if I misspeak
But something tells me that you like, and something tells me
You prefer to be sitting there flipping through those old issues of People

[Spoken]
Well that’s our time, see you next week",
Will Wood,The Normal Album,"Love, Me Normally","[Verse 1]
In lipstick on the mirror are the lyrics to my obituary
In iambic pentameter, followed parameter, crossing my eyes, dot my T's
I was delivered holding scissors, I live deliberately, I’m a quitter
And a winner anyway, cause I never agreed to participate in this game
Won't follow my dreams, 'cause they all got me waking up screaming
I can let them go from me, after all there's no “I” in team

[Chorus]
And I'd rather be normal, yes, so normal
I suggest that we keep this informal
'Cause a normal human being wouldn't need
To pretend to be normal, to be normal
Well I guess that's the least that I owe ya
To be normal in a way I couldn’t be
C’mon, c’mon, and love me normally

[Verse 2]
If I could live in third person, well, I don’t think life would be much worse than it is
In the current tense, presently, this sentence ending in question marks or dot, dot, dot
Is it courageous or escapist to leave the quarantine when you’re contagious?
It may just be a cold, and besides I don’t wanna get old, yeah
I drank myself to death to be the afterlife of the party
When the afterparty came, I was rolling in my grave

[Chorus]
And I'd rather be normal, yes, so normal
I suggest that we keep this informal
'Cause a normal human being wouldn't need
To pretend to be normal, to be normal
Well I guess that's the least that I owe ya
To be normal in a way I couldn’t be
C’mon, c’mon, and love me normally

[Bridge 1, spoken]
Now this is the part of the song where I like to talk to my audience
I like to tell 'em there's something I want from you hep cats tonight
I want you to look to your left, look to your right, your 12 o'clock, three o'clock, six o'clock, nine o'clock, rock around the clock tonight
And I want you to find those points of no return, those singularities, those burning rings of fire in the beautiful pupils of the beautiful eyes of the beautiful boy, girl, neither, both, or in-between that you brought with you tonight, and I want you to tell 'em how you really feel
I want you to tell 'em that you love the way they so seamlessly, like-a-dream-fully, so beautifully, oh-so-dutifully jam that square peg in the round hole in their hearts

I want you to tell 'em that you love the way that they don't stick out like sore middle fingers
That they crawl their way up the side of the bell curve, stick their flag in the peak, and slide their way back down
I want you to tell them that you love the way that they're not maladaptive, not malcontent, not malignant or maleficent, but rather that you love them exactly the way that everybody else is

[Bridge 2]
I was nothing before, so I couldn’t have asked to be born
I'll be nothing again, so what am I between now and then?
Is there nothing to fear? Cause shit's getting weird
So to God who made this man, you better have one hell of a plan

[Chorus]
And I'd rather be normal, yes, so normal
I suggest that we keep this informal
'Cause a normal human being wouldn't need, no
To pretend to be normal, to be normal
Well, I guess that's the least that I owe ya
To be normal in a way I could never be
C’mon, c’mon, yeah, I said c’mon, yeah
C’mon, c’mon, yeah, I said c’mon, yeah
C’mon, c’mon, and love me normally

C'mon, c'mon and love me normally",
Will Wood,The Normal Album,Memento Mori: the most important thing in the world,"One day you'll look up at the ceiling above, if you're lucky you'll be surrounded by the ones that you love, when
The lights in your eyes fade and life flashes by
One day you're going to die
One day you'll sleep and you'll never wake again
Heaven, hell, nirvana, nothing, no one knows how it ends
Rest in peace or pieces and won't even know why
One day you're going to die

Read your horoscopes, your palms and tarot cards
But either way you destination ain't very far
You could drown, or choke, or burn, or be hit by a car
What doesn't kill you makes you stronger, but something will eventually
One day you'll look back at the life that you lead
No more future left to fear that you'll have the past to regret
But your worries will be over if you truly realize
One day you're going to die
Take it away, hands

In the fabric of time and in the vastness of space, a billion amounts to nothing in infinity's face
At most a couple generations will remember the ways in which your life never mattered, so who cares if it's a waste?
Well, one day you'll be not even a faint memory
No, at most a ghost or falling leaf from your family tree
Your legacy's not yours to see, nor is your eulogy
And you'll never know what it all means
But you'll be at peace before you sleep if you just keep this in mind:
That everything and everyone goes with the passage of time
So whether it's cancer, murder, or suicide

One day you're going to die
No need to fear 'cause when it's here you won't be alive
Try not to think about it
One day you're doing to die
And there's probably nothing after
One day you're going to die
So if you only have one chance you oughta try your best to live as you like
One day you're going to die",
Will Wood,Camp Here & There Soundtrack: Campfire Songs Edition,Venetian Blind Man (Song),"[Verse 1]
Squints out of his window, he don't want to see
Venetian blind man, no one else to be
Talleyrand forces come down from high ground
Looks up at high horses - ""well, we're safe for now""

[Pre-Chorus 1]
And he says ""oh woah woah, it's only an omen
Oh, woah woah, stay in the moment.""

[Chorus 1]
Private walls close in and cup their ears now
Trust us, we've got ways to make them talk
I've read the writing, how do these things lock?

[Verse 2]
String on his finger, a tourniquet ring
Venetian blind man, memory loaded on springs
Forward's behind him in the future that sneaks up
Keepers become finders, what's worth weeping over's worth taking

[Pre-Chorus 2]
Oh, woah woah, sky is falling
Oh, woah woah, catch or it all ends

[Chorus 2]
Lord knows I've said awful things 'round this house
They echo through the frame and six feet down
What killed the dead end? Burn it to the ground

[Bridge]
Oh, woah woah, lose out or give out
Oh, woah woah, give up or live down
Oh, woah wo-o-o-oah, nobody chose it
Woah woah woah, well nobody knows it better than I do

[Chorus 3]
Feet, don't fail me now the ways my eyes did
Mind, don't snap and heart, don't break, not now
No, not like this, any but this breakdown

[Outro]
Venetian blind man
Venetian blind man
Venetian blind man
Venetian blind man
Venetian blind man",
Will Wood,Camp Here & There Soundtrack: Campfire Songs Edition,"Yes, to Err is Human, So Don't Be One. (Song)","[Verse 1]
I could drink your blood if you let me, baby
Hang from your rafters, patchwork and paisley
I could suck you dry on the rocks with a twist
But just like a vampire, I don't exist

[Pre-Chorus 1]
Walkie-talkie static, white noise telepath
Can you read between the Morse code lines?
Dead from the neck up, but living just enough
To beg you, ""pretty boy, please, let me die""

[Chorus]
Well, I could drink your blood if you let me, baby
Drain you of your love until you hate me

[Verse 2]
Mm, I could take your life, if you're done with it, sweetheart
You still picking at that? Only ate the good parts
Hey, whatever works, I'm a cheap date (Check, please!)
Falling off the bone, I'm awful-glad we met

[Pre-Chorus 2]
We only ever notice what's in front of us
Read over my shoulder, breathing down my neck
Are we on the same page yet? I'm getting old here
Come on, don't you get it? What the heck?

[Chorus]
Oh, I could drink your blood if you let me, baby
Drain you of your love until you hate me

[Bridge]
Yes, to err is human, so don't be one
This was a mistake, I'll take my leave
But, before I go, let me know if you see
A little black bag with a toe tag, please
If you don't hate me, then reanimate me
Prove it to me, baby, lightning in my veins
These instincts I've managed to stave mean
Monsters must be people too, so oh geez!

[Outro]
Oh, I could drink your blood if you let me, baby
Drain you of your love until you hate me
I will drink your blood 'till your lips turn blue
Drain you of your love, if you want me to",
Will Wood,Camp Here & There Soundtrack: Campfire Songs Edition,"Your Body, My Temple","[Verse 1]
Amen! I am only a man
Howlin' at your face in the moon
Hot damn! But no holy man
Kneelin' in the stained glass tomb
As all hell breaks loose, as all hells always do
Aw, what the hell can I do to have a little more heaven with you?
Hot damn! You are a part of my plan
Cataclysmic catechism, catch 22

[Chorus]
Your body, my temple, baby
Your body, my temple

[Verse 2]
So when the cattle fall dead and the waters run red
I'll be your lamb's blood on the wall
God isn't dead, but that’s exactly what I’ve been dreading
After all the meek inherited fuck all
Jesus Christ, I will die for my own damn sins
If you help those who help themselves
My superstitions, your visage, my visions
Furthering the fever of your fervor for believing, I will

[Chorus]
Your body, my temple, baby
Your body, my temple

[Verse 3]
I’ll be your blessing in disguise, whip the mask off my good side
I’m all stripped down naked now for you, but still asking you to loosen up my buttons, baby
You’ve got my whole world in your hands, got this little blue spot
And you really ain't got no idea how much of this orbits you, now do ya, honey?
Please relieve me of my dreaming, I’m kneeling, begging, pleading
For my savory-sweet release of death
Oh, I wanna die, I wanna die, I wanna die, I wanna die, I wanna die, I wanna die, I wanna die
So I can taste your name on my final breath

[Chorus]
Your body, my temple, baby
Your body, my temple

[Bridge]
Am I supposed to call this flagellation?
Trade confessions for questions, just us second guessing, I guess
Now am I missing the message? Its essence
Goes over my head like a halo
Like a halo, like a halo!

[Outro]
The wine in my veins fermenting my brain
My body, my bread, it's all gon' rise again
So be my golden calf like a fresh cut of veal
After all, we’re both dead meat
My forbidden honeydew, honey, do you need a hot meal?
Just save me half, yeah I could eat

[Chorus / Outro]
Your body, my temple, baby
Your body, my temple, baby
Your body, my temple, baby
Your body, my temple...
Baby!",
Will Wood,Camp Here & There Soundtrack: Campfire Songs Edition,When Somebody Needs You,"[Verse 1]
Fishing lure moon on a string for you
Didn't you say you need space?
One of us just has to change
You say the same, so I guess we're okay
Twist my umbrella 'til it's inside out
Hand you a bouquet of rain
Saying ""Oh, baby, please take a drink""
Did I shout or think I could save you this way?

[Chorus]
Then you looked in my eyes and said
""How dare you love me when you should despise me? You should be scared of me""
It seems that that's what it means
When somebody needs you

[Verse 2]
We'll meet in the middle like pistols at dawn
Turn our backs, who's counting pace?
When the smoke clears are we friends
Or strangers again? Just a familiar face
Well, aren't we ""us?"" sharing pronouns now?
So how could we separately heal?
God, I don't get it, I really don't get it
Could someone tell me how to feel?

[Chorus 2]
So watch your step, or you'll trip and fall right out of love
Be the first one to turn 'round, say, ""alright, who shoved me?""
It seems that that's what it means
When somebody needs you

[Bridge]
So we come and we go, we know and are known
There's too many people to trust
Well, it seems to me what we want and we need are the same
And that's someone who'll worry about us
'Til death do us part, please keep breaking my heart
'Til it ceases to beat, please be mine
Well it seems that that's what it means
When somebody
Ohh

[Chorus 3 / Outro]
So if love conquers all, then all else must have failed
I mean, who wants to fall, can't we just take the stairs?
Well it seems that that's what it means
When somebody needs you
It seems that that's what it means
When somebody needs you",
Will Wood,"""In case I make it,""",Tomcat Disposables,"[Verse 1]
I have mapped the cupboards and drawers
Tracked the least walked spots on the floor
Happy to be home safe and warm
As shadows by their feet
The odd vanishing treat
Quietly eating while they sleep
So here's where I'll be raising my kids
If I can find someone to start a family with
Till then, I’ll dream of the day my odds and ends fit
I'll wake up, there'll be food on the stove
Forever and never want for more

[Chorus]
Is there cheese in the great beyond?
Rinds of parmesan
Wine to water, night from dawn
Life gets shorter, teeth grow long
Mind me not and I’ll mind my own
And my mind’s not one bite smaller or lesser than yours
Do I belong in right and wrong?
Nature, I guess

[Verse 2]
One night, one flung light through this place
So I run for cover, over under, left the rind out on the plate
Little heart racing and praying, “Something keep me safe”
I think it saw my face
Okay, one hungry day is nothing come what may
But then winter came inside for three nights
Left me grinding my teeth between my walls and gripping my dreams tight
Curled up, kept my head up, and put up the fight
I’ll make it through again
I have before
C’mon, now, what’s one more?

[Chorus]
Is there cheese in the great beyond?
Rinds of parmesan
Wine to water, night from dawn
Life gets shorter, teeth grow long
Mind me not and I’ll mind my own
And my mind’s not one bite smaller or lesser than yours
Do I belong in right and wrong?
Nature, I guess

[Bridge]
Spring bloomed in the kitchen again
So I crawled out of the wall and squinting
Saw hope on the stovetop
Just like I’d always imagined it
More than I could eat
My dreams were finally reality
My struggles had a happy ending
They must want to be friends
My stomach starts to turn
With thirst, why does it hurt?
My just dessert is served, dig in

[Chorus]
So I stumble back to bed
Something’s not quite right
Guess I’ll just go rest my head
Now as I lay me down to sleep
I expect no dreams
And no sweet goodbye to me
Flatline in the morning light
I held on so tight
For so long, it’s just not right
Let a sigh out as I close my eyes
Was that all there was to this?
What’s for the best?

[Chorus]
Is there cheese in the great beyond?
What’s the moon made of?
Meet me there after I’m gone
Life gets shorter, teeth grow long
Mind me not and I’ll mind my own
And my mind held the same light as the one in your eyes

[Outro]
Do I belong in right and wrong?
One dies alone? And why? Don’t know
Goodbye, so long
To mice in homes
Nature, I guess
Nature, I guess
Nature, I guess",
Will Wood,"""In case I make it,""",Becoming the Lastnames,"[Verse 1]
Don't take the following words as reverence for tradition
I've learned to pick my battles by losing most I've fought
The more mores subverted, the more I sense I'm missing
And I'll always do it my way, even if that's just the same way I was taught
I'll bring home the bread, and you'll stay home and bake it
Weeding out the garden where the milestones gather moss
Crack a smile at my vows and whisper, ""Wow, can you believe we really made it?""
As I give up on dodging rice and fold my cape, I say, ""Obviously not""

[Chorus]
But I want to be just like my parents before I was born
Oh, can we be just like my parents?

[Verse 2]
I know you don't want kids, but think about a daughter
We could name her Gwendolyn, like mom would have called me
I'm not sure yet myself, but I learned from a good father
Yeah, I mean, sure, they messed me up, but I think that's just the gig
And maybe it's just some hormones that kick in in your late twenties
But I have laid a lot of women, and now I'd like to just lay down
And marriage always scared me, but I'd like to have a last love
And love can last a pretty good long while, yeah, I've seen it around

[Chorus 2]
Oh, can we be just like my parents when I was young?
Why can't we be just like my parents?

[Instrumental]

[Bridge]
So tongue out of my cheek now, I'm done pulling faces
Iconoclasm wanes, my cynicism tires
But what do I know 'bout forever when so far I've been so fleeting?
Babe, my frontal lobe's done growing, this might just be how I'm wired
But now we're kissing before brushing, smile with our whole faces
If you want a hyphen last name, I guess I don't mind the cadence
I've seen home videos, I was there back in the 80's
And if I'm just them and they back then could do it, why can't I?

[Chorus 3]
Just like my parents in due time
Imagine me, just like my parents, yeah, right

[Verse 4]
'Cause I've made more mistakes than simple empty moments
Each one as out of character as you know I tend to be
There'll be scalpers at the cemetery gates, with all my would-be widows weeping
I'd have forgotten all their names, so why should you remember me?

[Verse 5]
But if we grow old together, will you talk to my headstone?
That is, assuming that I die first (which is fair) and assuming I don't leave
Close enough to forever, I guess, to prove what I hope
I mean, otherwise, how am I to believe?",
Will Wood,"""In case I make it,""",Cicada Days,"[Verse 1]
The greener grass grows where the wildfires fertilize
With ashes of sparrows, peppered moths, & butterflies
Ghosts of trees and termites bloom in the beanstalk
And if you get lightheaded when standing too fast
Is it from shaking out the weight of phosphenes and pasts
Salt deposits on warm little rivers that burst from our words

[Pre-Chorus]
And God knows crying ain't gonna change a thing
She said take care, but I take more than I bring

[Chorus]
She said ""It just feels inhumane to lose this much.""
'Cause when you leave you know you take more than your love
Just one week of cicada days, we're losing touch
And I know it just feels inhumane to lose this much

[Verse 2]
Our nerves were braided under ceiling stars
That were all glow in the dark, hanging over queen-sized
Purple waves of ancient chemicals just whisper
Did you ever build with those endangered bones?
Well, the ground looks soft enough to bury this now
Oh, please, oh no!

[Pre-Chorus]
And then my sponsor said ""Do nothing. Nothing works.""
And then my doctor said ""Don't do that if it hurts.""

[Chorus]
She said ""It just feels inhumane to lose this much
'Cause when you leave you know you take more than your love.""
The seasons of cicada days, we can't make up
And I know it just feels inhumane to lose this much

[Chorus]
Let all my red flags fade to white, yeah, I give up
Don't let me leave, I'll only take more than I gave
Okay, I'll pack my stuff
Here at the end of days, my god, what have I done?
Christ, now it feels damn inhumane to get all I've dreamed of

[Outro]
Keep coming back, it works if you work it
So work it, you're worth it, it won't if you don't
One day at a time, tomorrow's too late, amen",
Will Wood,"""In case I make it,""",Euthanasia,"[Verse 1]
I was right there, while you fought tooth and nail
Gasping in the gas mask thrashing 'till you disappeared
Say you're not scared, that you know it's 'cause I cared and
Say you know I love you, and that hope was just not there

[Chorus]
And I know, I know that I'm wrong
That when you're gone, you're gone and I can't bring you home
But I want, I want to believe
That you'll remember me when you're just memory

[Verse 2]
Roots in the ground or uploaded to the cloud or
Warm inside our hearts or as electrons in our head, nowhere now
Over the rainbow, can I stop by and say hello and
Sorry I would take it back if I could but I know

[Chorus]
To love one from too far to call
Is not to love at all, to whom is it I talk?
But I want, I want to believe
That you can still hear me when you're just memory

[Verse 3]
Said ""It's okay"" and ""It'll all be over soon""
I'd never let a bad thing happen to you
Now goodnight I love you

[Bridge]
And every, everybody dies
Fighting for their lives, just trying to survive
Well now I know, I know why we say
That there's a better place that waits beyond the grave, oh, oh

[Outro]
And I know, I know it's not true
There's just no more you but as long as there's no proof
Then I choose, I choose to believe
That we'll meet in sweet dreams after you're put to sleep",
Will Wood,"""In case I make it,""",Falling Up,"[Intro]
Your stratospheric fear of catastrophe’s near, fast it’s here
Atmosphere past your ears, fall but you’ll never land
Second star to the right

[Verse 1]
I’m gripping the grass, and I’m pulling up daisies
Thank matter for mass and the comfort of gravity
Airplane eclipses over spirals of math – would or could the impact kill me?
Yes, yes, yes, no, no, no, no, no
It’s just the high-noon moon saying “Shoot for the stars
Be the next big constellation, connect the dots between your parts”

[Chorus]
Dandelion seeds yet to ride on the breeze
You make a wish upon the dead but turn and call it a weed
Only plastic flowers never die

[Verse 2]
With the bones of a crow and ambitions of candle wax
What do you know of control? The wind is simply at your back
It really seems pollen’s more clever than bees, so you cue the final words of Leary
And cry “Why, why, why? Why not? Why not? Why not?”
I’d rather be a hot air Hindenburg than an elephant tied right down to its stake
Cut ties, shed the dead weight
I ain’t saying it’s fate, but there are no mistakes, and

[Chorus 2]
Dandelion seeds yet to ride on the breeze
You make a wish upon the dead but turn and call it a weed
Only plastic flowers never die
Well, I cry on
Skies of blue linoleum
Clouds o’ spilt milk, but am I the cup?
Here comes the sun, am I falling up?
Falling up
Here comes the sun, am I falling up?

[Bridge]
Disney-Pixar Ludovico, Shirley Temple maraschino
Hotel rooms of Motley Crüe, Broadway producer improv troupes
Ray-Bans in your living room, eyeline hurts to be in view like
Stage fright only when it's karaoke night with friends, leave early
Did I earn this stupid hat? Is now really a good time for a new tattoo?
Oh, is now really a good time for a new tattoo?

[Pre-Chorus]
The larger they are
The harder they tend to fall
Much larger than life cause from such height
Life looks awful small
And dandelions grow in dirt
Magic mushrooms grow in piles of bullshit
I grew up in suburbia
Love us or hate us, pick us, you’re killing us, and

[Chorus]
Dandelion seeds yet to ride on the breeze
You make a wish upon the dead but turn and call it a weed
Only plastic flowers never die
Well, I cry on
Skies of blue linoleum
Clouds o’ spilt milk, but am I the cup?
Here comes the sun, am I falling up?
Falling up
Here comes the sun, am I falling up?
Falling up
Here comes the sun, am I falling up?

[Bridge]
(Did I earn this stupid hat?)
(Is now really a good time for a new tattoo?)
(Oh, is now really a good time for a new tattoo?)

[Outro]
Your stratospheric fear of catastrophe’s near, fast it’s here
Atmosphere past your ears, fall but you’ll neverland
Second star to the right
And straight on ‘till you die",
